Year,Province,Species Group,Species,Quantity (kgs),Value (CAD)
1991,New Brunswick,Pelagics,Alewife,"3,969,116","543,640"
1991,New Brunswick,Pelagics,Capelin,"64,270","7,390"
1991,New Brunswick,Pelagics,Eel,"147,073","517,305"
1991,New Brunswick,Pelagics,Elvers,0,0
1991,New Brunswick,Pelagics,Herring,"67,943,469","9,062,482"
1991,New Brunswick,Pelagics,Mackerel,"2,225,025","738,333"
1991,New Brunswick,Pelagics,Other pelagic/finfish,"859,178","728,606"
1991,New Brunswick,Pelagics,Salmon,0,0
1991,New Brunswick,Pelagics,Shark,"7,413","9,831"
1991,New Brunswick,Pelagics,Silversides,0,0
1991,New Brunswick,Pelagics,Swordfish,0,0
1991,New Brunswick,Pelagics,Total pelagics,"75,215,544","11,607,587"
1991,New Brunswick,Pelagics,Tuna,0,0
1991,New Brunswick,Other,Marine plants,"319,438","204,803"
1991,New Brunswick,Other,Miscellaneous,0,"21,883"
1991,New Brunswick,Other,Total other,"319,438","226,687"
1991,New Brunswick,Groundfish,Cod,"6,746,912","5,298,631"
1991,New Brunswick,Groundfish,Flatfishes,"1,761,796","1,283,811"
1991,New Brunswick,Groundfish,Greenland turbot,"142,290","91,904"
1991,New Brunswick,Groundfish,Haddock,"9,054","13,945"
1991,New Brunswick,Groundfish,Hake,"631,020","326,483"
1991,New Brunswick,Groundfish,Halibut,"29,046","123,269"
1991,New Brunswick,Groundfish,Other groundfish,"44,947","16,419"
1991,New Brunswick,Groundfish,Pollock,"1,285,097","1,057,865"
1991,New Brunswick,Groundfish,Redfish spp.,"3,750,653","988,436"
1991,New Brunswick,Groundfish,Skate,0,0
1991,New Brunswick,Groundfish,Total groundfish,"14,400,815","9,200,763"
1991,New Brunswick,Grand total,Grand total,"115,428,972","96,423,439"
1991,Newfoundland and Labrador,Shellfish,Clams / quahaug,"4,522,081","1,968,853"
1991,Newfoundland and Labrador,Shellfish,"Crab, Other",0,0
1991,Newfoundland and Labrador,Shellfish,"Crab, Queen","16,275,660","19,989,377"
1991,Newfoundland and Labrador,Shellfish,Lobster,"3,075,239","15,944,368"
1991,Newfoundland and Labrador,Shellfish,Other shellfish,"1,813,654","578,772"
1991,Newfoundland and Labrador,Shellfish,Scallop,"1,403,298","1,060,402"
1991,Newfoundland and Labrador,Shellfish,Sea cucumber,0,0
1991,Newfoundland and Labrador,Shellfish,Sea urchin,0,0
1991,Newfoundland and Labrador,Shellfish,Shrimp,"21,857,833","49,346,398"
1991,Newfoundland and Labrador,Shellfish,Total shellfish,"48,947,765","88,888,170"
1991,Newfoundland and Labrador,Pelagics,Alewife,0,0
1991,Newfoundland and Labrador,Pelagics,Capelin,"49,871,708","7,196,636"
1991,Newfoundland and Labrador,Pelagics,Eel,"134,132","564,055"
1991,Newfoundland and Labrador,Pelagics,Elvers,0,0
1991,Newfoundland and Labrador,Pelagics,Herring,"46,000,684","6,827,232"
1991,Newfoundland and Labrador,Pelagics,Mackerel,"8,376,964","2,054,971"
1991,Newfoundland and Labrador,Pelagics,Other pelagic/finfish,"174,896","225,069"
1991,Newfoundland and Labrador,Pelagics,Salmon,"451,625","2,143,047"
1991,Newfoundland and Labrador,Pelagics,Shark,"5,393","2,678"
1991,Newfoundland and Labrador,Pelagics,Silversides,0,0
1991,Newfoundland and Labrador,Pelagics,Swordfish,148,"1,054"
1991,Newfoundland and Labrador,Pelagics,Total pelagics,"105,129,538","20,517,901"
1991,Newfoundland and Labrador,Pelagics,Tuna,"113,988","1,503,159"
1991,Newfoundland and Labrador,Other,Marine plants,0,0
1991,Newfoundland and Labrador,Other,Miscellaneous,"48,169","530,205"
1991,Newfoundland and Labrador,Other,Total other,"48,169","530,205"
1991,Newfoundland and Labrador,Groundfish,Cod,"179,662,737","111,475,326"
1991,Newfoundland and Labrador,Groundfish,Flatfishes,"42,642,152","16,389,929"
1991,Newfoundland and Labrador,Groundfish,Greenland turbot,"13,586,976","10,546,677"
1991,Newfoundland and Labrador,Groundfish,Haddock,"1,092,879","492,066"
1991,Newfoundland and Labrador,Groundfish,Hake,"1,429,158","588,460"
1991,Newfoundland and Labrador,Groundfish,Halibut,"375,519","1,043,918"
1991,Newfoundland and Labrador,Groundfish,Other groundfish,"3,486,865","4,967,172"
1991,Newfoundland and Labrador,Groundfish,Pollock,"1,905,889","656,544"
1991,Newfoundland and Labrador,Groundfish,Redfish spp.,"28,803,419","7,382,628"
1991,Newfoundland and Labrador,Groundfish,Skate,"21,548","2,849"
1991,Newfoundland and Labrador,Groundfish,Total groundfish,"273,007,142","153,545,567"
1991,Newfoundland and Labrador,Grand total,Grand total,"427,132,614","263,481,844"
1991,Nova Scotia,Shellfish,Clams / quahaug,"4,931,417","5,607,876"
1991,Nova Scotia,Shellfish,"Crab, Other","38,112","12,678"
1991,Nova Scotia,Shellfish,"Crab, Queen","3,798,275","9,378,127"
1991,Nova Scotia,Shellfish,Lobster,"23,568,623","154,651,801"
1991,Nova Scotia,Shellfish,Other shellfish,"957,267","370,527"
1991,Nova Scotia,Shellfish,Scallop,"69,929,450","70,657,318"
1991,Nova Scotia,Shellfish,Sea cucumber,0,0
1991,Nova Scotia,Shellfish,Sea urchin,"15,554","20,256"
1991,Nova Scotia,Shellfish,Shrimp,"5,899,438","18,432,538"
1991,Nova Scotia,Shellfish,Total shellfish,"109,138,136","259,131,120"
1991,Nova Scotia,Pelagics,Alewife,"2,151,032","874,695"
1991,Nova Scotia,Pelagics,Capelin,0,0
1991,Nova Scotia,Pelagics,Eel,"73,863","233,778"
1991,Nova Scotia,Pelagics,Elvers,0,0
1991,Nova Scotia,Pelagics,Herring,"91,318,524","11,850,287"
1991,Nova Scotia,Pelagics,Mackerel,"8,119,049","2,644,459"
1991,Nova Scotia,Pelagics,Other pelagic/finfish,"235,721","485,992"
1991,Nova Scotia,Pelagics,Salmon,0,0
1991,Nova Scotia,Pelagics,Shark,"532,035","1,084,372"
1991,Nova Scotia,Pelagics,Silversides,0,0
1991,Nova Scotia,Pelagics,Swordfish,"1,028,421","6,823,246"
1991,Nova Scotia,Pelagics,Total pelagics,"103,885,737","30,702,208"
1991,Nova Scotia,Pelagics,Tuna,"427,092","6,705,379"
1991,Nova Scotia,Other,Marine plants,"22,889,072","1,271,455"
1991,Nova Scotia,Other,Miscellaneous,993,"102,305"
1991,Nova Scotia,Other,Total other,"22,890,065","1,373,760"
1991,Nova Scotia,Groundfish,Cod,"101,419,078","93,777,571"
1991,Nova Scotia,Groundfish,Flatfishes,"14,910,246","14,554,633"
1991,Nova Scotia,Groundfish,Greenland turbot,"4,585,269","4,231,039"
1991,Nova Scotia,Groundfish,Haddock,"20,853,610","30,214,230"
1991,Nova Scotia,Groundfish,Hake,"60,331,180","20,602,355"
1991,Nova Scotia,Groundfish,Halibut,"1,424,860","6,969,010"
1991,Nova Scotia,Groundfish,Other groundfish,"7,689,463","5,434,906"
1991,Nova Scotia,Groundfish,Pollock,"37,575,441","22,344,753"
1991,Nova Scotia,Groundfish,Redfish spp.,"31,499,624","8,943,930"
1991,Nova Scotia,Groundfish,Skate,"1,111,891","241,372"
1991,Nova Scotia,Groundfish,Total groundfish,"281,400,662","207,313,799"
1991,Nova Scotia,Grand total,Grand total,"517,314,600","498,520,887"
1991,Prince Edward Island,Shellfish,Clams / quahaug,"1,280,387","1,670,819"
1991,Prince Edward Island,Shellfish,"Crab, Other","591,014","247,198"
1991,Prince Edward Island,Shellfish,"Crab, Queen","1,055,852","2,212,365"
1991,Prince Edward Island,Shellfish,Lobster,"10,274,680","46,434,108"
1991,Prince Edward Island,Shellfish,Other shellfish,"1,184,126","1,831,794"
1991,Prince Edward Island,Shellfish,Scallop,"822,888","959,839"
1991,Prince Edward Island,Shellfish,Sea cucumber,0,0
1991,Prince Edward Island,Shellfish,Sea urchin,0,0
1991,Prince Edward Island,Shellfish,Shrimp,0,0
1991,Prince Edward Island,Shellfish,Total shellfish,"15,208,947","53,356,124"
1991,Prince Edward Island,Pelagics,Alewife,"87,008","28,427"
1991,Prince Edward Island,Pelagics,Capelin,0,0
1991,Prince Edward Island,Pelagics,Eel,"126,614","426,178"
1991,Prince Edward Island,Pelagics,Elvers,0,0
1991,Prince Edward Island,Pelagics,Herring,"7,542,083","924,913"
1991,Prince Edward Island,Pelagics,Mackerel,"3,922,445","1,067,517"
1991,Prince Edward Island,Pelagics,Other pelagic/finfish,"198,632","159,675"
1991,Prince Edward Island,Pelagics,Salmon,19,166
1991,Prince Edward Island,Pelagics,Shark,"1,819","1,200"
1991,Prince Edward Island,Pelagics,Silversides,"118,004","51,820"
1991,Prince Edward Island,Pelagics,Swordfish,0,0
1991,Prince Edward Island,Pelagics,Total pelagics,"12,004,503","2,781,293"
1991,Prince Edward Island,Pelagics,Tuna,"7,879","121,399"
1991,Prince Edward Island,Other,Marine plants,"9,741,886","2,143,218"
1991,Prince Edward Island,Other,Miscellaneous,0,0
1991,Prince Edward Island,Other,Total other,"9,741,886","2,143,218"
1991,Prince Edward Island,Groundfish,Cod,"3,093,432","2,413,411"
1991,Prince Edward Island,Groundfish,Flatfishes,"2,105,893","1,118,824"
1991,Prince Edward Island,Groundfish,Greenland turbot,0,0
1991,Prince Edward Island,Groundfish,Haddock,2,2
1991,Prince Edward Island,Groundfish,Hake,"1,540,854","609,699"
1991,Prince Edward Island,Groundfish,Halibut,"1,120","5,253"
1991,Prince Edward Island,Groundfish,Other groundfish,"12,664","5,238"
1991,Prince Edward Island,Groundfish,Pollock,696,233
1991,Prince Edward Island,Groundfish,Redfish spp.,"12,466,602","3,567,165"
1991,Prince Edward Island,Groundfish,Skate,0,0
1991,Prince Edward Island,Groundfish,Total groundfish,"19,221,263","7,719,824"
1991,Prince Edward Island,Grand total,Grand total,"56,176,599","66,000,459"
1991,Quebec,Shellfish,Clams / quahaug,"579,975","640,430"
1991,Quebec,Shellfish,"Crab, Other","2,806","7,715"
1991,Quebec,Shellfish,"Crab, Queen","7,981,630","20,534,926"
1991,Quebec,Shellfish,Lobster,"3,493,312","18,501,844"
1991,Quebec,Shellfish,Other shellfish,"931,054","511,346"
1991,Quebec,Shellfish,Scallop,"2,525,106","2,853,673"
1991,Quebec,Shellfish,Sea cucumber,0,0
1991,Quebec,Shellfish,Sea urchin,"6,693",12
1991,Quebec,Shellfish,Shrimp,"9,514,297","13,781,879"
1991,Quebec,Shellfish,Total shellfish,"25,034,873","56,831,826"
1991,Quebec,Pelagics,Alewife,0,0
1991,Quebec,Pelagics,Capelin,"241,307","55,410"
1991,Quebec,Pelagics,Eel,"425,497","2,247,443"
1991,Quebec,Pelagics,Elvers,0,0
1991,Quebec,Pelagics,Herring,"3,939,571","833,040"
1991,Quebec,Pelagics,Mackerel,"3,255,633","1,042,607"
1991,Quebec,Pelagics,Other pelagic/finfish,"330,570","537,182"
1991,Quebec,Pelagics,Salmon,"38,379","187,329"
1991,Quebec,Pelagics,Shark,566,312
1991,Quebec,Pelagics,Silversides,28,128
1991,Quebec,Pelagics,Swordfish,0,0
1991,Quebec,Pelagics,Total pelagics,"8,231,551","4,903,451"
1991,Quebec,Pelagics,Tuna,0,0
1991,Quebec,Other,Marine plants,"1,151",888
1991,Quebec,Other,Miscellaneous,"29,708","8,038"
1991,Quebec,Other,Total other,"30,859","8,926"
1991,Quebec,Groundfish,Cod,"19,094,127","15,007,712"
1991,Quebec,Groundfish,Flatfishes,"2,880,338","1,959,739"
1991,Quebec,Groundfish,Greenland turbot,"1,585,793","2,144,387"
1991,Quebec,Groundfish,Haddock,"2,367","2,267"
1991,Quebec,Groundfish,Hake,"425,378","165,927"
1991,Quebec,Groundfish,Halibut,"205,204","865,037"
1991,Quebec,Groundfish,Other groundfish,"215,081","74,793"
1991,Quebec,Groundfish,Pollock,"3,807","1,269"
1991,Quebec,Groundfish,Redfish spp.,"16,166,483","4,076,328"
1991,Quebec,Groundfish,Skate,"1,075",531
1991,Quebec,Groundfish,Total groundfish,"40,579,653","24,297,990"
1991,Quebec,Grand total,Grand total,"73,876,936","86,042,193"
1992,Atlantic,Shellfish,Clams / quahaug,"17,612,420","16,321,715"
1992,Atlantic,Shellfish,"Crab, Other","970,960","342,238"
1992,Atlantic,Shellfish,"Crab, Queen","37,254,513","61,358,268"
1992,Atlantic,Shellfish,Lobster,"41,944,296","317,223,336"
1992,Atlantic,Shellfish,Other shellfish,"4,550,662","4,702,702"
1992,Atlantic,Shellfish,Scallop,"92,118,713","102,270,472"
1992,Atlantic,Shellfish,Sea cucumber,0,0
1992,Atlantic,Shellfish,Sea urchin,"584,681","600,639"
1992,Atlantic,Shellfish,Shrimp,"39,312,490","81,384,922"
1992,Atlantic,Shellfish,Total shellfish,"234,348,735","584,204,292"
1992,Atlantic,Pelagics,Alewife,"5,703,821","1,533,142"
1992,Atlantic,Pelagics,Capelin,"32,066,835","4,997,628"
1992,Atlantic,Pelagics,Eel,"699,863","3,150,755"
1992,Atlantic,Pelagics,Elvers,0,0
1992,Atlantic,Pelagics,Herring,"216,845,775","28,012,618"
1992,Atlantic,Pelagics,Mackerel,"26,382,430","7,176,049"
1992,Atlantic,Pelagics,Other pelagic/finfish,"1,592,595","1,527,269"
1992,Atlantic,Pelagics,Salmon,"281,697","1,393,700"
1992,Atlantic,Pelagics,Shark,"1,020,108","2,191,217"
1992,Atlantic,Pelagics,Silversides,"46,392","17,539"
1992,Atlantic,Pelagics,Swordfish,"1,543,357","11,249,348"
1992,Atlantic,Pelagics,Total pelagics,"286,726,899","69,689,089"
1992,Atlantic,Pelagics,Tuna,"544,026","8,439,825"
1992,Atlantic,Other,Marine plants,"28,823,293","1,937,598"
1992,Atlantic,Other,Miscellaneous,"39,694","883,693"
1992,Atlantic,Other,Total other,"28,862,987","2,821,291"
1992,Atlantic,Groundfish,Cod,"188,130,586","153,449,740"
1992,Atlantic,Groundfish,Flatfishes,"48,865,510","29,496,926"
1992,Atlantic,Groundfish,Greenland turbot,"21,632,409","18,358,961"
1992,Atlantic,Groundfish,Haddock,"21,974,870","30,245,273"
1992,Atlantic,Groundfish,Hake,"38,420,550","17,811,486"
1992,Atlantic,Groundfish,Halibut,"1,580,766","7,339,163"
1992,Atlantic,Groundfish,Other groundfish,"12,802,958","12,620,191"
1992,Atlantic,Groundfish,Pollock,"34,069,947","24,025,779"
1992,Atlantic,Groundfish,Redfish spp.,"99,322,068","28,061,895"
1992,Atlantic,Groundfish,Skate,"496,082","79,157"
1992,Atlantic,Groundfish,Total groundfish,"467,295,746","321,488,570"
1992,Atlantic,Grand total,Grand total,"1,017,234,367","978,203,243"
1992,British Columbia,Shellfish,Clams / quahaug,"4,215,400","18,967,000"
1992,British Columbia,Shellfish,"Crab, Other","3,355,000","11,203,000"
1992,British Columbia,Shellfish,"Crab, Queen",0,0
1992,British Columbia,Shellfish,Lobster,0,0
1992,British Columbia,Shellfish,Other shellfish,"1,148,600","2,614,000"
1992,British Columbia,Shellfish,Scallop,"90,700","420,000"
1992,British Columbia,Shellfish,Sea cucumber,0,0
1992,British Columbia,Shellfish,Sea urchin,"14,055,700","13,184,000"
1992,British Columbia,Shellfish,Shrimp,"3,851,000","12,416,000"
1992,British Columbia,Shellfish,Total shellfish,"26,716,400","58,804,000"
1992,British Columbia,Pelagics,Alewife,0,0
1992,British Columbia,Pelagics,Capelin,0,0
1992,British Columbia,Pelagics,Eel,0,0
1992,British Columbia,Pelagics,Elvers,0,0
1992,British Columbia,Pelagics,Herring,"34,586,900","51,547,000"
1992,British Columbia,Pelagics,Mackerel,"55,100","19,000"
1992,British Columbia,Pelagics,Other pelagic/finfish,"117,900","173,000"
1992,British Columbia,Pelagics,Salmon,"66,497,000","191,800,000"
1992,British Columbia,Pelagics,Shark,0,0
1992,British Columbia,Pelagics,Silversides,0,0
1992,British Columbia,Pelagics,Swordfish,0,0
1992,British Columbia,Pelagics,Total pelagics,"101,768,400","244,910,000"
1992,British Columbia,Pelagics,Tuna,"511,500","1,371,000"
1992,British Columbia,Other,Marine plants,0,0
1992,British Columbia,Other,Miscellaneous,"1,300,300","8,915,000"
1992,British Columbia,Other,Total other,"1,300,300","8,915,000"
1992,British Columbia,Groundfish,Cod,"10,125,300","5,476,000"
1992,British Columbia,Groundfish,Flatfishes,"8,088,000","5,901,000"
1992,British Columbia,Groundfish,Greenland turbot,"3,568,700","880,000"
1992,British Columbia,Groundfish,Haddock,0,0
1992,British Columbia,Groundfish,Hake,"97,317,000","15,460,000"
1992,British Columbia,Groundfish,Halibut,"4,576,663","21,525,000"
1992,British Columbia,Groundfish,Other groundfish,"12,286,000","30,334,000"
1992,British Columbia,Groundfish,Pollock,"3,249,000","984,000"
1992,British Columbia,Groundfish,Redfish spp.,"25,781,400","19,340,000"
1992,British Columbia,Groundfish,Skate,"263,600","52,000"
1992,British Columbia,Groundfish,Total groundfish,"165,255,663","99,952,000"
1992,British Columbia,Grand total,Grand total,"295,040,763","412,581,000"
1992,Canada,Shellfish,Clams / quahaug,"21,827,820","35,288,715"
1992,Canada,Shellfish,"Crab, Other","4,325,960","11,545,238"
1992,Canada,Shellfish,"Crab, Queen","37,254,513","61,358,268"
1992,Canada,Shellfish,Lobster,"41,944,296","317,223,336"
1992,Canada,Shellfish,Other shellfish,"5,699,262","7,316,702"
1992,Canada,Shellfish,Scallop,"92,209,413","102,690,472"
1992,Canada,Shellfish,Sea cucumber,0,0
1992,Canada,Shellfish,Sea urchin,"14,640,381","13,784,639"
1992,Canada,Shellfish,Shrimp,"43,163,490","93,800,922"
1992,Canada,Shellfish,Total shellfish,"261,065,135","643,008,292"
1992,Canada,Pelagics,Alewife,"5,703,821","1,533,142"
1992,Canada,Pelagics,Capelin,"32,066,835","4,997,628"
1992,Canada,Pelagics,Eel,"699,863","3,150,755"
1992,Canada,Pelagics,Elvers,0,0
1992,Canada,Pelagics,Herring,"251,432,675","79,559,618"
1992,Canada,Pelagics,Mackerel,"26,437,530","7,195,049"
1992,Canada,Pelagics,Other pelagic/finfish,"1,710,495","1,700,269"
1992,Canada,Pelagics,Salmon,"66,778,697","193,193,700"
1992,Canada,Pelagics,Shark,"1,020,108","2,191,217"
1992,Canada,Pelagics,Silversides,"46,392","17,539"
1992,Canada,Pelagics,Swordfish,"1,543,357","11,249,348"
1992,Canada,Pelagics,Total pelagics,"388,495,299","314,599,089"
1992,Canada,Pelagics,Tuna,"1,055,526","9,810,825"
1992,Canada,Other,Marine plants,"28,823,293","1,937,598"
1992,Canada,Other,Miscellaneous,"1,339,994","9,798,693"
1992,Canada,Other,Total other,"30,163,287","11,736,291"
1992,Canada,Groundfish,Cod,"198,255,886","158,925,740"
1992,Canada,Groundfish,Flatfishes,"56,953,510","35,397,926"
1992,Canada,Groundfish,Greenland turbot,"25,201,109","19,238,961"
1992,Canada,Groundfish,Haddock,"21,974,870","30,245,273"
1992,Canada,Groundfish,Hake,"135,737,550","33,271,486"
1992,Canada,Groundfish,Halibut,"6,157,429","28,864,163"
1992,Canada,Groundfish,Other groundfish,"25,088,958","42,954,191"
1992,Canada,Groundfish,Pollock,"37,318,947","25,009,779"
1992,Canada,Groundfish,Redfish spp.,"125,103,468","47,401,895"
1992,Canada,Groundfish,Skate,"759,682","131,157"
1992,Canada,Groundfish,Total groundfish,"632,551,409","421,440,570"
1992,Canada,Grand total,Grand total,"1,312,275,130","1,390,784,243"
1992,New Brunswick,Shellfish,Clams / quahaug,"1,809,705","2,389,002"
1992,New Brunswick,Shellfish,"Crab, Other","328,265","123,141"
1992,New Brunswick,Shellfish,"Crab, Queen","6,997,851","15,427,468"
1992,New Brunswick,Shellfish,Lobster,"7,970,631","51,640,949"
1992,New Brunswick,Shellfish,Other shellfish,"791,269","1,313,462"
1992,New Brunswick,Shellfish,Scallop,"5,085,030","7,419,234"
1992,New Brunswick,Shellfish,Sea cucumber,0,0
1992,New Brunswick,Shellfish,Sea urchin,"512,337","499,572"
1992,New Brunswick,Shellfish,Shrimp,"2,779,785","3,682,329"
1992,New Brunswick,Shellfish,Total shellfish,"26,274,873","82,495,156"
1992,New Brunswick,Pelagics,Alewife,"3,813,339","755,114"
1992,New Brunswick,Pelagics,Capelin,0,0
1992,New Brunswick,Pelagics,Eel,"125,779","460,393"
1992,New Brunswick,Pelagics,Elvers,0,0
1992,New Brunswick,Pelagics,Herring,"80,381,527","10,927,906"
1992,New Brunswick,Pelagics,Mackerel,"1,794,719","521,660"
1992,New Brunswick,Pelagics,Other pelagic/finfish,"771,498","609,325"
1992,New Brunswick,Pelagics,Salmon,0,0
1992,New Brunswick,Pelagics,Shark,"4,734","6,494"
1992,New Brunswick,Pelagics,Silversides,0,0
1992,New Brunswick,Pelagics,Swordfish,0,0
1992,New Brunswick,Pelagics,Total pelagics,"86,893,157","13,295,389"
1992,New Brunswick,Pelagics,Tuna,"1,561","14,497"
1992,New Brunswick,Other,Marine plants,"183,794","271,675"
1992,New Brunswick,Other,Miscellaneous,0,"10,625"
1992,New Brunswick,Other,Total other,"183,794","282,300"
1992,New Brunswick,Groundfish,Cod,"3,864,661","3,419,307"
1992,New Brunswick,Groundfish,Flatfishes,"1,581,486","1,186,891"
1992,New Brunswick,Groundfish,Greenland turbot,"186,719","125,185"
1992,New Brunswick,Groundfish,Haddock,"7,950","17,159"
1992,New Brunswick,Groundfish,Hake,"379,554","227,787"
1992,New Brunswick,Groundfish,Halibut,"17,440","79,788"
1992,New Brunswick,Groundfish,Other groundfish,"59,478","30,816"
1992,New Brunswick,Groundfish,Pollock,"926,351","882,570"
1992,New Brunswick,Groundfish,Redfish spp.,"4,788,779","1,441,336"
1992,New Brunswick,Groundfish,Skate,2,0
1992,New Brunswick,Groundfish,Total groundfish,"11,812,420","7,410,839"
1992,New Brunswick,Grand total,Grand total,"125,164,244","103,483,683"
1992,Newfoundland and Labrador,Shellfish,Clams / quahaug,"7,675,748","3,314,067"
